13,-1288,-376,-264,-1672,-1752,572,784,604,111
13,-1288,-376,-264,-1672,-1752,572,792,598,110
13,-1300,-402,-297,-1660,-1751,535,798,591,110
13,-1300,-402,-297,-1660,-1751,535,804,585,109
13,-1364,-399,-218,-1659,-2070,467,811,578,108
13,-1364,-399,-218,-1659,-2070,467,818,572,106
13,-1340,-497,21,-1740,-2428,473,825,566,104
13,-1340,-497,21,-1740,-2428,473,831,559,101
13,-980,-443,45,-1726,-1894,628,838,553,98
13,-980,-443,45,-1726,-1894,628,844,546,97
13,-1024,-181,-170,-1740,-1039,758,849,539,94
13,-1024,-181,-170,-1740,-1039,758,854,532,93
13,-1024,-123,-114,-1908,-674,681,859,525,93
13,-1024,-123,-114,-1908,-674,681,863,517,93
13,-1138,-166,221,-1884,-555,604,867,510,92
13,-1138,-166,221,-1884,-555,604,870,502,92
13,-1024,-203,265,-2081,-873,480,873,495,92
13,-1024,-203,265,-2081,-873,480,876,487,92
13,-1006,-145,304,-2029,-282,507,879,480,93
13,-1006,-145,304,-2029,-282,507,880,472,94
13,-1511,-294,594,-1753,357,529,882,465,97
13,-1511,-294,594,-1753,357,529,882,457,98
13,-1608,-302,687,-1676,298,359,883,450,101
13,-1608,-302,687,-1676,298,359,883,443,102
13,-1726,-184,636,-1518,132,135,884,437,103
13,-1726,-184,636,-1518,132,135,884,430,105
13,-1899,-105,534,-1456,497,278,884,424,108
13,-1899,-105,534,-1456,497,278,883,419,110
13,-2132,13,555,-1506,566,262,881,413,113
13,-2132,13,555,-1506,566,262,880,406,115
13,-1372,-5,889,-1360,520,251,878,401,118
13,-1372,-5,889,-1360,520,251,876,396,120
13,-94,120,1399,-414,1318,354,874,391,124
13,-94,120,1399,-414,1318,354,870,388,128
13,171,-138,1791,366,2686,130,866,384,133
13,171,-138,1791,366,2686,130,860,382,140
13,-1918,-296,864,1160,3072,-212,854,383,148
13,-1918,-296,864,1160,3072,-212,846,385,155
13,-3193,488,-81,1965,2892,-266,838,387,162
13,-3193,488,-81,1965,2892,-266,829,391,169
13,-2445,639,-160,1561,3143,704,820,394,176
13,-2445,639,-160,1561,3143,704,810,396,184
13,-1156,41,-549,1580,3312,1295,800,399,192
13,-1156,41,-549,1580,3312,1295,789,402,199
13,-1836,-138,-1415,1997,4150,907,777,406,205
13,-1836,-138,-1415,1997,4150,907,763,411,213
13,-1159,-142,-1691,2061,5289,896,748,416,220
13,-1063,-61,-1683,1743,7203,1119,709,426,234
13,-1063,-61,-1683,1743,7203,1119,686,431,240
13,-1400,-679,-2226,166,7458,685,661,434,245
13,-1400,-679,-2226,166,7458,685,636,435,249
13,-1181,-1130,-2964,-931,4849,747,612,436,252
13,-1181,-1130,-2964,-931,4849,747,591,437,255
13,-2379,-1459,-1035,584,1874,1117,572,438,255
13,-2379,-1459,-1035,584,1874,1117,558,438,255
13,-1331,-248,-1996,-1179,-1029,471,548,437,257
13,-1331,-248,-1996,-1179,-1029,471,541,433,258
13,-110,-612,-2676,-2413,-657,131,536,429,259
13,-110,-612,-2676,-2413,-657,131,531,424,261
13,271,-117,-2406,-1987,-144,-145,528,418,263
13,271,-117,-2406,-1987,-144,-145,526,411,265
13,587,615,-1300,-1644,-972,-544,524,405,265
13,587,615,-1300,-1644,-972,-544,524,400,266
13,214,1412,763,-910,-1540,-897,526,394,267
13,214,1412,763,-910,-1540,-897,529,388,267
13,-945,1165,733,-1785,-1692,-983,533,383,268
13,-945,1165,733,-1785,-1692,-983,537,378,267
13,-911,1228,1639,-13,-297,-973,540,374,268
13,-911,1228,1639,-13,-297,-973,541,371,268
13,-2163,219,173,147,1381,-161,541,369,267
13,-2163,219,173,147,1381,-161,540,368,267
13,-1473,11,-423,678,1601,500,537,368,268
13,-1473,11,-423,678,1601,500,533,369,267
13,-1063,508,-1287,1257,1966,627,528,370,266
13,-1063,508,-1287,1257,1966,627,522,374,265
13,-1035,1268,-1131,2079,3069,1008,514,378,264
13,-1035,1268,-1131,2079,3069,1008,505,384,263
13,-804,1108,-675,1775,4167,930,494,390,262
13,-804,1108,-675,1775,4167,930,482,395,259
13,374,-133,-1330,278,3735,998,469,399,256
13,374,-133,-1330,278,3735,998,456,402,253
13,919,-792,-1766,167,3612,430,439,404,248
13,919,-792,-1766,167,3612,430,426,406,244
13,1415,-950,-4422,-219,2545,-946,413,407,239
13,1415,-950,-4422,-219,2545,-946,402,407,235
13,2515,-1849,-4694,753,-231,-934,394,409,232
13,2515,-1849,-4694,753,-231,-934,388,411,230
13,413,-1418,-2964,1189,-1350,737,385,414,228
13,413,-1418,-2964,1189,-1350,737,383,417,226
13,-688,-16,-1341,1167,-1713,122,384,421,225
13,-688,-16,-1341,1167,-1713,122,385,424,225
13,-1996,36,-1917,-336,-547,-230,386,426,224
13,-1996,36,-1917,-336,-547,-230,387,428,222
13,-1173,383,-1105,70,1443,-304,385,429,221
13,-1173,383,-1105,70,1443,-304,384,430,220
13,-898,973,-1020,168,206,-166,383,431,218
13,-898,973,-1020,168,206,-166,382,432,217
13,-2152,812,-679,-487,-741,510,382,433,217
13,-2152,812,-679,-487,-741,510,383,432,217
13,-963,363,-1092,-938,-2255,773,387,432,218
13,-963,363,-1092,-938,-2255,773,392,430,220
13,583,368,-1744,-1128,-3532,255,400,429,223
13,583,368,-1744,-1128,-3532,255,409,427,225
13,-192,-34,-612,172,-2157,683,417,427,228
13,-192,-34,-612,172,-2157,683,425,428,230
13,-2020,-214,-1,1033,-181,1103,432,429,231
13,-2020,-214,-1,1033,-181,1103,438,429,232
13,-80,95,-723,-1011,-260,655,442,429,232
13,-80,95,-723,-1011,-260,655,446,427,233
13,964,207,-333,-844,-1936,-178,451,426,234
13,964,207,-333,-844,-1936,-178,459,426,235
13,-107,200,-1432,901,-4711,177,469,426,237
13,-107,200,-1432,901,-4711,177,479,428,238
13,-1538,-208,-2897,2299,-1863,509,489,431,238
13,-1538,-208,-2897,2299,-1863,509,498,436,238
13,-1702,-387,-1900,1899,256,863,505,440,237
13,-1702,-387,-1900,1899,256,863,510,444,235
13,-269,-625,-2665,568,630,149,514,448,234
13,-269,-625,-2665,568,630,149,517,453,233
13,-213,-1401,-2585,2695,581,1106,519,460,231
13,-213,-1401,-2585,2695,581,1106,521,469,229
13,-1957,-1275,-735,4277,480,-494,521,478,225
13,-1957,-1275,-735,4277,480,-494,520,488,220
13,-2407,92,-1560,331,-989,-1618,520,495,217
13,-2407,92,-1560,331,-989,-1618,521,501,214
13,-733,-552,-1838,-874,-878,2,522,504,212
13,-733,-552,-1838,-874,-878,2,524,507,212
13,-244,-796,-2296,-883,-1450,-825,527,509,211
13,-244,-796,-2296,-883,-1450,-825,529,510,210
13,-489,0,-1100,-754,-775,-975,532,510,210
13,-489,0,-1100,-754,-775,-975,534,509,210
13,-1026,166,-1361,-1097,-1086,-1027,535,508,211
13,-1026,166,-1361,-1097,-1086,-1027,538,505,212
13,-857,360,-1011,-1112,-741,-983,540,503,213
13,-857,360,-1011,-1112,-741,-983,542,501,215
13,-1544,669,124,-781,-87,-870,542,498,215
13,-1544,669,124,-781,-87,-870,543,495,216
13,-1157,887,634,31,-436,-687,545,493,217
13,-1157,887,634,31,-436,-687,545,492,217
13,-913,132,-364,-253,-460,-230,546,491,217
13,-913,132,-364,-253,-460,-230,548,490,217
13,-1304,-121,-327,-163,-801,-255,550,488,217
13,-1304,-121,-327,-163,-801,-255,552,487,218
13,-1461,227,355,-31,-783,-322,554,486,218
13,-1461,227,355,-31,-783,-322,556,485,219
13,-1021,175,257,442,-927,-207,558,485,219
13,-1021,175,257,442,-927,-207,560,487,220
13,-594,213,-785,2916,224,325,561,491,219
13,-594,213,-785,2916,224,325,563,496,218
13,-759,-34,-2049,1596,996,193,563,500,215
13,-759,-34,-2049,1596,996,193,562,504,214
13,-1160,-990,-2993,902,1082,447,561,508,213
13,-1160,-990,-2993,902,1082,447,559,512,212
13,-979,-1583,-3963,502,653,69,558,515,209
13,-979,-1583,-3963,502,653,69,556,517,209
13,-911,-2503,-1845,1803,135,185,554,522,208
13,-911,-2503,-1845,1803,135,185,553,527,205
13,-2810,-927,-2270,787,-789,658,553,532,202
13,-2810,-927,-2270,787,-789,658,555,534,201
13,-1162,-1183,-3187,-2618,-802,213,556,533,201
13,-1162,-1183,-3187,-2618,-802,213,558,530,202
13,-168,-1277,-4305,-3335,-380,-746,560,526,203
13,-168,-1277,-4305,-3335,-380,-746,561,521,205
13,746,-682,-1510,-1767,-198,-733,561,516,207
13,746,-682,-1510,-1767,-198,-733,562,510,208
13,-822,373,2333,-664,56,-442,562,505,210
13,-822,373,2333,-664,56,-442,562,502,210
13,-2562,1458,2697,-592,-363,-1002,562,499,210
13,-2562,1458,2697,-592,-363,-1002,562,496,211
13,-2329,319,792,-645,-555,1176,564,492,212
13,-2329,319,792,-645,-555,1176,565,489,213
13,-732,-171,83,-579,-428,773,567,486,214
13,-732,-171,83,-579,-428,773,569,483,215
13,-846,437,-388,130,141,425,571,481,216
13,-846,437,-388,130,141,425,572,480,217
13,-868,653,-38,645,114,-10,573,480,218
13,-868,653,-38,645,114,-10,573,480,218
13,-1151,287,192,1141,477,462,574,481,217
13,-1151,287,192,1141,477,462,573,484,218
13,-961,24,-1716,1978,922,763,573,487,217
13,-961,24,-1716,1978,922,763,572,490,217
13,74,-93,-2406,395,2212,854,569,492,217
13,74,-93,-2406,395,2212,854,565,495,216
13,591,-848,-2346,369,797,-263,561,496,215
13,591,-848,-2346,369,797,-263,558,499,215
13,-957,-1201,-2672,1170,-105,230,556,501,214
13,-957,-1201,-2672,1170,-105,230,554,504,212
13,-1188,-876,-1395,1952,-440,357,553,509,211
13,-1188,-876,-1395,1952,-440,357,553,514,209
13,-1998,-860,-2110,1559,-780,311,553,519,207
13,-1998,-860,-2110,1559,-780,311,554,525,203
13,-2209,-1066,-2127,728,-1295,725,557,529,200
13,-2209,-1066,-2127,728,-1295,725,559,531,199
13,-1210,-1470,-2584,-2167,-243,250,562,532,198
13,-1210,-1470,-2584,-2167,-243,250,565,530,197
13,65,-1040,-2784,-2388,-220,-746,566,527,199
13,65,-1040,-2784,-2388,-220,-746,567,524,200
13,65,-1040,-2784,-2388,-220,-746,568,520,201
13,-344,26,-1460,-1327,235,-336,568,516,203
13,-344,26,-1460,-1327,235,-336,569,511,204
13,-771,609,631,-1607,-958,-651,571,507,205
13,-771,609,631,-1607,-958,-651,573,504,206
13,-1344,1411,2207,-731,-656,-750,574,501,208
13,-1344,1411,2207,-731,-656,-750,575,499,208
13,-2242,128,745,255,-184,278,577,496,208
13,-1405,-192,-55,-515,-70,459,578,493,209
13,-1405,-192,-55,-515,-70,459,579,491,210
13,-1405,-192,-55,-515,-70,459,581,489,211
13,-777,445,-1035,-141,14,51,581,488,211
13,-777,445,-1035,-141,14,51,581,487,213
